epoch,avg_train_mse_loss,avg_train_mae_loss,avg_train_mape_loss,avg_val_mse_loss,avg_val_mae_loss,avg_val_mape_loss
49,0.06292325913397881,0.015585100137358626,0.06333274339868557,0.03467941731214523,0.016187569499015807,0.06670325795809427
50,0.06292301292600827,0.015588980120866123,0.06343365820620744,0.03468035707871119,0.016191729903221132,0.06676780382792155
51,0.06292275992227424,0.015592817766050298,0.06354093629822859,0.03468123724063237,0.016195679704348247,0.06683287223180136
52,0.06292223650839947,0.01559157643481848,0.06354125973226517,0.03468192666769028,0.016198746860027313,0.06688189109166463
53,0.06292203971142846,0.015594332100628869,0.06362306873611764,0.03468258629242579,0.01620169679323832,0.06693251729011536
54,0.06292184460851163,0.015597071953095043,0.06370728908275276,0.0346832071741422,0.016204537451267244,0.06698254148165385
55,0.062921460517562,0.015596192348039875,0.06370997856316944,0.03468369096517563,0.016206703086694082,0.06702022155125936
56,0.06292132037367214,0.01559815026418997,0.06377215264507606,0.034684126079082486,0.016208704312642416,0.06705804268519083
57,0.06292117351220589,0.01560008439842561,0.06383542734095245,0.03468459099531174,0.016210811336835225,0.06709620952606202
58,0.06292090574088031,0.015599458080532773,0.06383876379369177,0.03468490242958069,0.01621225873629252,0.06712381839752198
59,0.06292079610625469,0.015600844729035298,0.06388505405873048,0.03468522181113561,0.016213715573151908,0.06715158621470134
